Tahun;Provinsi;IKP;Kelompok IKP;Kerentanan Area;PoU;Jumlah_Penduduk;Penduduk_Undernourish;Ketersediaan Energi Nabati;Ketersediaan Energi Hewani;Ketersediaan Energi;Skor PPH;Konsumsi Energi (kkal/kap/hari);Jumlah_penduduk_gizi_cukup;persentase_penduduk_kurang_gizi;persentase_penduduk_gizi_cukup
2023;Dki Jakarta;83.8;6.0;Sangat Tahan;2.57;10672100.0;274273.0;3091.0;79.0;3170.0;92.7;2158.0;10397827.0;3.0;97.0
2023;Gorontalo;81.63;6.0;Sangat Tahan;15.1;1213182.0;183190.0;3944.0;891.0;4835.0;76.1;1996.0;1029992.0;15.0;85.0
2023;Jawa Barat;82.19;6.0;Sangat Tahan;5.5;49860330.0;2742318.0;2323.0;264.0;2587.0;93.8;2110.0;47118012.0;5.0;95.0
2023;Jawa Tengah;84.8;6.0;Sangat Tahan;10.44;37540962.0;3919276.0;3789.0;123.0;3912.0;94.2;2025.0;33621686.0;10.0;90.0
2023;Jawa Timur;82.46;6.0;Sangat Tahan;8.09;41527934.0;3359610.0;4045.0;243.0;4288.0;93.8;2068.0;38168324.0;8.0;92.0
2023;Kalimantan Barat;72.2;5.0;Tahan;15.03;5623328.0;845186.0;2418.0;226.0;2644.0;83.2;1920.0;4778142.0;15.0;85.0
2023;Kalimantan Selatan;81.26;6.0;Sangat Tahan;4.48;4222333.0;189161.0;2294.0;275.0;2569.0;88.1;2167.0;4033172.0;4.0;96.0
2023;Kalimantan Tengah;68.9;5.0;Tahan;9.37;2773747.0;259900.0;1886.0;579.0;2465.0;88.5;2134.0;2513847.0;9.0;91.0
2023;Kalimantan Timur;79.29;6.0;Sangat Tahan;9.2;3909741.0;359696.0;2180.0;507.0;2687.0;87.6;2009.0;3550045.0;9.0;91.0
2023;Kalimantan Utara;74.59;6.0;Sangat Tahan;15.92;730010.0;116218.0;2782.0;236.0;3018.0;82.9;1891.0;613792.0;16.0;84.0
2023;Kepulauan Bangka Belitung;71.14;5.0;Tahan;13.35;1511899.0;201839.0;2169.0;1010.0;3179.0;88.7;2059.0;1310060.0;13.0;87.0
2023;Kepulauan Riau;65.1;4.0;Agak Tahan;9.83;2152625.0;211603.0;2131.0;394.0;2525.0;89.9;2048.0;1941022.0;10.0;90.0
2023;Lampung;81.56;6.0;Sangat Tahan;8.81;9313986.0;820562.0;3293.0;265.0;3558.0;92.4;2096.0;8493424.0;9.0;91.0
2023;Maluku;64.37;4.0;Agak Tahan;30.27;1920462.0;581324.0;2500.0;476.0;2976.0;75.9;1820.0;1339138.0;30.0;70.0
2023;Maluku Utara;62.34;4.0;Agak Tahan;29.56;1337148.0;395261.0;2302.0;371.0;2673.0;77.8;1823.0;941887.0;30.0;70.0
2023;Nusa Tenggara Barat;76.51;6.0;Sangat Tahan;2.17;5560287.0;120658.0;3586.0;356.0;3942.0;94.7;2485.0;5439629.0;2.0;98.0
2023;Nusa Tenggara Timur;71.25;5.0;Tahan;14.98;5569068.0;834246.0;2981.0;114.0;3095.0;74.3;1938.0;4734822.0;15.0;85.0
2023;Papua;42.27;2.0;Rentan;35.63;4482692.0;1597183.0;2109.0;252.0;2361.0;79.0;1903.0;2885509.0;36.0;64.0
2023;Papua Barat;47.95;2.0;Rentan;24.0;1187267.0;284944.0;2182.0;313.0;2495.0;81.2;1860.0;902323.0;24.0;76.0
2023;Riau;68.68;5.0;Tahan;12.33;6642874.0;819066.0;2157.0;290.0;2447.0;88.9;2048.0;5823808.0;12.0;88.0
2023;Sulawesi Barat;73.03;5.0;Tahan;8.29;1481077.0;122781.0;3547.0;275.0;3822.0;74.7;2100.0;1358296.0;8.0;92.0
2023;Sulawesi Selatan;83.36;6.0;Sangat Tahan;7.84;9362290.0;734004.0;4105.0;221.0;4326.0;86.7;2110.0;8628286.0;8.0;92.0
2023;Sulawesi Tengah;75.83;6.0;Sangat Tahan;10.09;3086750.0;311453.0;3562.0;203.0;3765.0;81.2;2055.0;2775297.0;10.0;90.0
2023;Sulawesi Tenggara;74.96;6.0;Sangat Tahan;10.49;2749014.0;288372.0;2923.0;182.0;3105.0;81.4;2019.0;2460642.0;10.0;90.0
2023;Sulawesi Utara;77.32;6.0;Sangat Tahan;6.26;2681535.0;167864.0;2455.0;355.0;2810.0;87.0;2105.0;2513671.0;6.0;94.0
2023;Sumatera Barat;83.22;6.0;Sangat Tahan;7.63;5757205.0;439275.0;3049.0;303.0;3352.0;90.5;2086.0;5317930.0;8.0;92.0
2023;Sumatera Selatan;73.82;5.0;Tahan;6.53;8743522.0;570952.0;1346.0;503.0;1850.0;94.2;2191.0;8172570.0;7.0;93.0
2023;Sumatera Utara;75.97;6.0;Sangat Tahan;8.6;15386640.0;1323251.0;2756.0;223.0;2979.0;90.8;2094.0;14063389.0;9.0;91.0
